R [n]: received message, n remaining messages in queue
S[id]: sent a message to machine with specified id
SB: sent a message to both other machines
IE: internal event

clock speed (ticks per second): 5.5

21:39:59.458 0 IE
21:39:59.659 1 IE
21:39:59.845 2 IE
21:40:00.028 3 IE
21:40:00.214 4 IE
21:40:00.400 5 IE
21:40:00.585 6 IE
21:40:00.770 7 IE
21:40:00.956 8 IE
21:40:01.140 9 IE
21:40:01.323 10 IE
21:40:01.508 11 IE
21:40:01.693 12 IE
21:40:01.877 13 IE
21:40:02.062 14 IE
21:40:02.244 15 IE
21:40:02.430 16 R 0
21:40:02.615 17 IE
21:40:02.800 18 IE
21:40:02.985 19 IE
21:40:03.169 20 IE
21:40:03.350 21 IE
21:40:03.534 22 IE
21:40:03.718 23 IE
21:40:03.904 24 R 0
21:40:04.087 25 IE
21:40:04.272 26 IE
21:40:04.456 27 IE
21:40:04.640 28 IE
21:40:04.823 29 IE
21:40:05.005 30 IE
21:40:05.190 31 IE
21:40:05.374 32 IE
21:40:05.560 33 IE
21:40:05.745 34 IE
21:40:05.929 35 IE
21:40:06.111 36 IE
21:40:06.294 37 IE
21:40:06.480 38 IE
21:40:06.664 39 IE
21:40:06.847 40 IE
21:40:07.033 41 IE
21:40:07.218 42 IE
21:40:07.403 43 IE
21:40:07.589 44 IE
21:40:07.774 45 IE
21:40:07.960 46 IE
21:40:08.144 47 IE
21:40:08.328 48 IE
21:40:08.514 49 IE
21:40:08.701 50 IE
21:40:08.887 51 IE
21:40:09.069 52 IE
21:40:09.255 53 IE
21:40:09.441 54 IE
21:40:09.625 55 IE
21:40:09.809 56 IE
21:40:09.994 57 IE
21:40:10.178 58 IE
21:40:10.362 59 IE
21:40:10.548 60 IE
21:40:10.732 61 IE
21:40:10.914 62 IE
21:40:11.097 63 IE
21:40:11.282 64 IE
21:40:11.468 65 IE
21:40:11.653 66 IE
21:40:11.838 67 IE
21:40:12.021 68 IE
21:40:12.207 69 IE
21:40:12.392 70 IE
21:40:12.576 71 IE
21:40:12.761 72 IE
21:40:12.946 73 IE
21:40:13.131 74 IE
21:40:13.315 75 IE
21:40:13.499 76 IE
21:40:13.686 77 IE
21:40:13.871 78 IE
21:40:14.057 79 IE
21:40:14.242 80 IE
21:40:14.426 81 IE
21:40:14.611 82 IE
21:40:14.797 83 IE
21:40:14.983 84 IE
21:40:15.168 85 IE
21:40:15.352 86 IE
21:40:15.537 87 IE
21:40:15.723 88 IE
21:40:15.907 89 IE
21:40:16.092 90 IE
21:40:16.277 91 IE
21:40:16.462 92 IE
21:40:16.647 93 IE
21:40:16.830 94 IE
21:40:17.016 95 IE
21:40:17.202 96 IE
21:40:17.385 97 IE
21:40:17.569 98 IE
21:40:17.753 99 IE
21:40:17.939 100 IE
21:40:18.125 101 IE
21:40:18.309 102 IE
21:40:18.493 103 IE
21:40:18.678 104 IE
21:40:18.863 105 IE
21:40:19.047 106 IE
21:40:19.231 107 IE
21:40:19.417 108 IE
21:40:19.603 109 IE
21:40:19.787 110 IE
21:40:19.972 111 IE
21:40:20.157 112 IE
21:40:20.341 113 IE
21:40:20.527 114 IE
21:40:20.711 115 IE
21:40:20.897 116 IE
21:40:21.082 117 IE
21:40:21.266 118 IE
21:40:21.449 119 IE
21:40:21.635 120 IE
21:40:21.820 121 IE
21:40:22.005 122 IE
21:40:22.188 123 IE
21:40:22.372 124 IE
21:40:22.557 125 IE
21:40:22.742 126 IE
21:40:22.927 127 IE
21:40:23.109 128 IE
21:40:23.295 129 IE
21:40:23.481 130 IE
21:40:23.667 131 IE
21:40:23.851 132 IE
21:40:24.037 133 IE
21:40:24.221 134 IE
21:40:24.407 135 IE
21:40:24.593 136 IE
21:40:24.778 137 IE
21:40:24.963 138 IE
21:40:25.144 139 IE
21:40:25.329 140 IE
21:40:25.515 141 IE
21:40:25.700 142 IE
21:40:25.886 143 IE
21:40:26.070 144 IE
21:40:26.254 145 IE
21:40:26.438 146 IE
21:40:26.624 147 IE
21:40:26.809 148 IE
21:40:26.994 149 IE
21:40:27.179 150 IE
21:40:27.363 151 IE
21:40:27.549 152 IE
21:40:27.735 153 IE
21:40:27.919 154 IE
21:40:28.105 155 IE
21:40:28.289 156 IE
21:40:28.475 157 IE
21:40:28.661 158 IE
21:40:28.845 159 IE
21:40:29.030 160 IE
21:40:29.215 161 IE
21:40:29.400 162 IE
21:40:29.587 163 IE
21:40:29.772 164 IE
21:40:29.956 165 IE
21:40:30.142 166 IE
21:40:30.327 167 IE
21:40:30.510 168 IE
21:40:30.696 169 IE
21:40:30.881 170 IE
21:40:31.064 171 IE
21:40:31.249 172 IE
21:40:31.431 173 IE
21:40:31.615 174 IE
21:40:31.800 175 IE
21:40:31.984 176 IE
21:40:32.168 177 IE
21:40:32.354 178 IE
21:40:32.536 179 IE
21:40:32.720 180 IE
21:40:32.903 181 IE
21:40:33.085 182 IE
21:40:33.270 183 IE
21:40:33.454 184 IE
21:40:33.639 185 IE
21:40:33.824 186 IE
21:40:34.009 187 IE
21:40:34.194 188 IE
21:40:34.377 189 IE
21:40:34.562 190 IE
21:40:34.747 191 IE
21:40:34.931 192 IE
21:40:35.117 193 IE
21:40:35.302 194 IE
21:40:35.485 195 IE
21:40:35.669 196 IE
21:40:35.853 197 IE
21:40:36.037 198 IE
21:40:36.224 199 IE
21:40:36.407 200 IE
21:40:36.592 201 IE
21:40:36.778 202 IE
21:40:36.963 203 IE
21:40:37.150 204 IE
21:40:37.333 205 IE
21:40:37.519 206 IE
21:40:37.704 207 IE
21:40:37.889 208 IE
21:40:38.075 209 IE
21:40:38.261 210 IE
21:40:38.447 211 IE
21:40:38.628 212 IE
21:40:38.813 213 IE
21:40:38.997 214 IE
21:40:39.182 215 IE
21:40:39.365 216 IE
21:40:39.549 217 IE
21:40:39.735 218 IE
21:40:39.918 219 IE
21:40:40.103 220 IE
21:40:40.287 221 IE
21:40:40.469 222 IE
21:40:40.655 223 IE
21:40:40.839 224 IE
21:40:41.023 225 IE
21:40:41.206 226 IE
21:40:41.390 227 IE
21:40:41.574 228 IE
21:40:41.758 229 IE
21:40:41.943 230 IE
21:40:42.127 231 IE
21:40:42.310 232 IE
21:40:42.496 233 IE
21:40:42.682 234 IE
21:40:42.867 235 IE
21:40:43.051 236 IE
21:40:43.236 237 IE
21:40:43.419 238 IE
