R [n]: received message, n remaining messages in queue
S[id]: sent a message to machine with specified id
SB: sent a message to both other machines
IE: internal event

clock speed (ticks per second): 5.1

21:31:20.325 0 IE
21:31:20.534 1 IE
21:31:20.734 2 IE
21:31:20.935 3 IE
21:31:21.135 4 IE
21:31:21.336 5 IE
21:31:21.536 6 IE
21:31:21.736 7 IE
21:31:21.936 8 IE
21:31:22.136 9 IE
21:31:22.337 10 IE
21:31:22.538 11 IE
21:31:22.738 12 IE
21:31:22.939 13 IE
21:31:23.139 14 IE
21:31:23.340 15 IE
21:31:23.540 16 IE
21:31:23.740 17 IE
21:31:23.941 18 IE
21:31:24.141 19 IE
21:31:24.341 20 IE
21:31:24.542 21 IE
21:31:24.742 22 IE
21:31:24.943 23 IE
21:31:25.144 24 IE
21:31:25.344 25 IE
21:31:25.544 26 IE
21:31:25.745 27 IE
21:31:25.945 28 IE
21:31:26.146 29 IE
21:31:26.346 30 IE
21:31:26.546 31 IE
21:31:26.747 32 IE
21:31:26.947 33 IE
21:31:27.148 34 IE
21:31:27.348 35 IE
21:31:27.548 36 IE
21:31:27.749 37 IE
21:31:27.950 38 IE
21:31:28.150 39 IE
21:31:28.350 40 IE
21:31:28.550 41 IE
21:31:28.748 42 IE
21:31:28.948 43 IE
21:31:29.148 44 IE
21:31:29.349 45 IE
21:31:29.550 46 IE
21:31:29.749 47 IE
21:31:29.951 48 IE
21:31:30.150 49 IE
21:31:30.349 50 IE
21:31:30.548 51 IE
21:31:30.746 52 IE
21:31:30.946 53 IE
21:31:31.145 54 IE
21:31:31.346 55 IE
21:31:31.547 56 IE
21:31:31.748 57 IE
21:31:31.948 58 IE
21:31:32.145 59 IE
21:31:32.345 60 IE
21:31:32.545 61 IE
21:31:32.746 62 IE
21:31:32.945 63 IE
21:31:33.145 64 IE
21:31:33.344 65 IE
21:31:33.545 66 IE
21:31:33.744 67 IE
21:31:33.943 68 IE
21:31:34.144 69 IE
21:31:34.345 70 IE
21:31:34.545 71 IE
21:31:34.746 72 IE
21:31:34.944 73 IE
21:31:35.143 74 IE
21:31:35.341 75 IE
21:31:35.541 76 IE
21:31:35.741 77 IE
