R [n]: received message, n remaining messages in queue
S[id]: sent a message to machine with specified id
SB: sent a message to both other machines
IE: internal event

clock speed (ticks per second): 5.1

21:39:59.491 0 IE
21:39:59.695 1 IE
21:39:59.893 2 IE
21:40:00.093 3 IE
21:40:00.293 4 IE
21:40:00.493 5 IE
21:40:00.692 6 IE
21:40:00.892 7 IE
21:40:01.093 8 IE
21:40:01.293 9 IE
21:40:01.493 10 IE
21:40:01.695 11 IE
21:40:01.895 12 IE
21:40:02.095 13 IE
21:40:02.296 14 S2
21:40:02.497 15 IE
21:40:02.697 16 IE
21:40:02.898 17 IE
21:40:03.099 18 IE
21:40:03.299 19 IE
21:40:03.497 20 IE
21:40:03.698 21 IE
21:40:03.898 22 S2
21:40:04.099 23 IE
21:40:04.300 24 IE
21:40:04.501 25 IE
21:40:04.699 26 IE
21:40:04.896 27 IE
21:40:05.097 28 IE
21:40:05.296 29 IE
21:40:05.497 30 IE
21:40:05.696 31 IE
21:40:05.897 32 IE
21:40:06.098 33 IE
21:40:06.297 34 IE
21:40:06.496 35 IE
21:40:06.696 36 IE
21:40:06.897 37 IE
21:40:07.096 38 IE
21:40:07.293 39 IE
21:40:07.492 40 IE
21:40:07.689 41 IE
21:40:07.896 42 IE
21:40:08.092 43 IE
21:40:08.293 44 IE
21:40:08.493 45 IE
21:40:08.694 46 IE
21:40:08.892 47 IE
21:40:09.093 48 IE
21:40:09.292 49 IE
21:40:09.492 50 IE
21:40:09.693 51 IE
21:40:09.894 52 IE
21:40:10.094 53 IE
21:40:10.295 54 IE
21:40:10.496 55 IE
21:40:10.696 56 IE
21:40:10.896 57 IE
21:40:11.094 58 IE
21:40:11.294 59 IE
21:40:11.494 60 IE
21:40:11.694 61 IE
21:40:11.895 62 IE
21:40:12.095 63 IE
21:40:12.295 64 IE
21:40:12.494 65 IE
21:40:12.694 66 IE
21:40:12.891 67 IE
21:40:13.093 68 IE
21:40:13.293 69 IE
21:40:13.493 70 IE
21:40:13.691 71 IE
21:40:13.891 72 IE
21:40:14.087 73 IE
21:40:14.287 74 IE
21:40:14.488 75 IE
21:40:14.688 76 IE
21:40:14.888 77 IE
