R [n]: received message, n remaining messages in queue
S[id]: sent a message to machine with specified id
SB: sent a message to both other machines
IE: internal event
21:31:50.624 167 IE
21:31:50.805 168 IE
21:31:50.987 169 IE
21:31:51.169 170 IE
21:31:51.351 171 IE
21:31:51.532 172 IE
21:31:51.713 173 IE
21:31:51.894 174 IE
21:31:52.076 175 IE
21:31:52.258 176 IE
21:31:52.437 177 IE
21:31:52.619 178 IE
21:31:52.804 179 IE
21:31:52.986 180 IE
21:31:53.169 181 IE
21:31:53.350 182 IE
21:31:53.533 183 IE
21:31:53.713 184 IE
21:31:53.895 185 IE
21:31:54.074 186 IE
21:31:54.256 187 IE
21:31:54.437 188 IE
21:31:54.620 189 IE
21:31:54.801 190 IE
21:31:54.981 191 IE
21:31:55.160 192 IE
21:31:55.343 193 IE
21:31:55.525 194 IE
21:31:55.707 195 IE
21:31:55.886 196 IE
21:31:56.068 197 IE
21:31:56.249 198 IE
21:31:56.429 199 IE
21:31:56.612 200 IE
21:31:56.794 201 IE
21:31:56.977 202 IE
21:31:57.156 203 IE
21:31:57.339 204 IE
21:31:57.518 205 IE
21:31:57.699 206 IE
21:31:57.882 207 IE
21:31:58.063 208 IE
21:31:58.245 209 IE
21:31:58.424 210 IE
21:31:58.606 211 IE
21:31:58.788 212 IE
21:31:58.968 213 IE
21:31:59.149 214 IE
21:31:59.332 215 IE
21:31:59.513 216 IE
21:31:59.696 217 IE
21:31:59.876 218 IE
21:32:00.057 219 IE
21:32:00.237 220 IE
21:32:00.418 221 IE
21:32:00.600 222 IE
21:32:00.782 223 IE
21:32:00.965 224 IE
21:32:01.147 225 IE
21:32:01.328 226 IE
21:32:01.511 227 IE
21:32:01.692 228 IE
21:32:01.873 229 IE
21:32:02.055 230 IE
21:32:02.238 231 IE
21:32:02.420 232 IE
21:32:02.603 233 IE
21:32:02.784 234 IE
21:32:02.966 235 IE
21:32:03.146 236 IE
21:32:03.328 237 IE
21:32:03.510 238 IE
21:32:03.692 239 IE
21:32:03.874 240 IE
21:32:04.056 241 IE
21:32:04.238 242 IE
21:32:04.418 243 IE
21:32:04.599 244 IE
21:32:04.781 245 IE
21:32:04.963 246 IE
21:32:05.145 247 IE
21:32:05.327 248 IE
21:32:05.509 249 IE
21:32:05.691 250 IE
21:32:05.874 251 IE
21:32:06.054 252 IE
21:32:06.235 253 IE
21:32:06.417 254 IE
21:32:06.599 255 IE
21:32:06.778 256 IE
21:32:06.960 257 IE
21:32:07.139 258 IE
21:32:07.318 259 IE
21:32:07.501 260 IE
21:32:07.682 261 IE
21:32:07.865 262 IE
21:32:08.046 263 IE
21:32:08.226 264 IE
21:32:08.404 265 IE
21:32:08.586 266 IE
21:32:08.766 267 IE
21:32:08.947 268 IE
21:32:09.129 269 IE
21:32:09.311 270 IE
21:32:09.493 271 IE
21:32:09.674 272 IE
21:32:09.856 273 IE
21:32:10.039 274 IE
21:32:10.220 275 IE
21:32:10.399 276 IE
21:32:10.582 277 IE
21:32:10.761 278 IE
21:32:10.943 279 IE
21:32:11.124 280 IE
21:32:11.305 281 IE
21:32:11.486 282 IE
21:32:11.669 283 IE
21:32:11.850 284 IE
21:32:12.029 285 IE
21:32:12.210 286 IE
21:32:12.392 287 IE
21:32:12.574 288 IE
21:32:12.753 289 IE
21:32:12.935 290 IE
21:32:13.118 291 IE
21:32:13.299 292 IE
21:32:13.481 293 IE
21:32:13.664 294 IE
21:32:13.846 295 IE
21:32:14.027 296 IE
21:32:14.207 297 IE
21:32:14.389 298 S0
21:32:14.570 299 IE
21:32:14.751 300 IE
21:32:14.933 301 IE
21:32:15.113 302 IE
21:32:15.295 303 IE
21:32:15.476 304 IE
21:32:15.659 305 IE
21:32:15.841 306 IE
21:32:16.021 307 IE
21:32:16.203 308 IE
21:32:16.385 309 IE
21:32:16.567 310 IE
21:32:16.745 311 IE
21:32:16.927 312 IE
21:32:17.107 313 IE
21:32:17.288 314 IE
21:32:17.470 315 IE
21:32:17.652 316 IE
21:32:17.834 317 IE
21:32:18.016 318 IE
21:32:18.198 319 IE
21:32:18.378 320 IE
21:32:18.560 321 IE
21:32:18.742 322 IE
21:32:18.925 323 IE
21:32:19.105 324 IE
21:32:19.287 325 IE
21:32:19.467 326 IE
21:32:19.649 327 IE
21:32:19.832 328 IE
21:32:20.014 329 IE
21:32:20.196 330 IE
21:32:20.378 331 IE
21:32:20.561 332 IE
21:32:20.743 333 IE
21:32:20.924 334 IE
21:32:21.107 335 IE
21:32:21.290 336 IE
21:32:21.469 337 IE
21:32:21.651 338 IE
21:32:21.833 339 IE
21:32:22.015 340 IE
21:32:22.196 341 IE
21:32:22.378 342 IE
21:32:22.558 343 IE
21:32:22.740 344 IE
21:32:22.918 345 IE
21:32:23.099 346 IE
21:32:23.279 347 IE
21:32:23.462 348 IE
21:32:23.643 349 IE
21:32:23.823 350 IE
21:32:24.005 351 IE
21:32:24.187 352 IE
21:32:24.369 353 IE
21:32:24.550 354 IE
21:32:24.733 355 IE
21:32:24.915 356 IE
21:32:25.097 357 IE
21:32:25.279 358 IE
21:32:25.460 359 IE
21:32:25.643 360 IE
21:32:25.825 361 IE
21:32:26.007 362 IE
21:32:26.190 363 IE
21:32:26.371 364 IE
21:32:26.553 365 IE
21:32:26.736 366 IE
21:32:26.916 367 IE
21:32:27.098 368 IE
21:32:27.278 369 IE
21:32:27.460 370 IE
21:32:27.643 371 IE
21:32:27.823 372 IE
21:32:28.006 373 IE
21:32:28.188 374 IE
21:32:28.369 375 IE
21:32:28.551 376 IE
21:32:28.734 377 IE
21:32:28.916 378 IE
21:32:29.095 379 IE
21:32:29.278 380 IE
21:32:29.457 381 IE
21:32:29.639 382 IE
21:32:29.820 383 IE
21:32:30.003 384 IE
21:32:30.184 385 IE
21:32:30.366 386 IE
21:32:30.548 387 IE
