R [n]: received message, n remaining messages in queue
S[id]: sent a message to machine with specified id
SB: sent a message to both other machines
IE: internal event

clock speed (ticks per second): 5.4

21:31:18.965 0 IE
21:31:19.160 1 IE
21:31:19.348 2 IE
21:31:19.538 3 IE
21:31:19.728 4 IE
21:31:19.918 5 IE
21:31:20.106 6 IE
21:31:20.296 7 IE
21:31:20.484 8 IE
21:31:20.673 9 IE
21:31:20.861 10 IE
21:31:21.048 11 IE
21:31:21.236 12 IE
21:31:21.424 13 IE
21:31:21.611 14 IE
21:31:21.800 15 IE
21:31:21.988 16 IE
21:31:22.177 17 IE
21:31:22.365 18 IE
21:31:22.555 19 IE
21:31:22.744 20 IE
21:31:22.931 21 IE
21:31:23.118 22 IE
21:31:23.308 23 IE
21:31:23.497 24 IE
21:31:23.686 25 IE
21:31:23.874 26 IE
21:31:24.063 27 IE
21:31:24.253 28 IE
21:31:24.442 29 IE
21:31:24.631 30 IE
21:31:24.817 31 IE
21:31:25.006 32 IE
21:31:25.195 33 IE
21:31:25.383 34 IE
21:31:25.572 35 IE
21:31:25.762 36 IE
21:31:25.951 37 IE
21:31:26.139 38 IE
21:31:26.329 39 IE
21:31:26.518 40 IE
21:31:26.706 41 IE
21:31:26.895 42 IE
21:31:27.085 43 IE
21:31:27.274 44 IE
21:31:27.464 45 IE
21:31:27.649 46 IE
21:31:27.838 47 IE
21:31:28.025 48 IE
21:31:28.214 49 IE
21:31:28.402 50 IE
21:31:28.591 51 IE
21:31:28.779 52 IE
21:31:28.968 53 IE
21:31:29.157 54 IE
21:31:29.347 55 IE
21:31:29.536 56 IE
21:31:29.726 57 IE
21:31:29.915 58 IE
21:31:30.103 59 IE
21:31:30.292 60 IE
21:31:30.480 61 IE
21:31:30.670 62 IE
21:31:30.859 63 IE
21:31:31.048 64 IE
21:31:31.236 65 IE
21:31:31.425 66 IE
21:31:31.612 67 IE
21:31:31.801 68 IE
21:31:31.989 69 IE
21:31:32.178 70 IE
21:31:32.366 71 IE
21:31:32.555 72 IE
21:31:32.744 73 IE
21:31:32.932 74 IE
21:31:33.122 75 IE
21:31:33.312 76 IE
21:31:33.499 77 IE
21:31:33.688 78 IE
21:31:33.873 79 IE
21:31:34.062 80 IE
21:31:34.249 81 IE
21:31:34.439 82 IE
21:31:34.628 83 IE
21:31:34.816 84 IE
21:31:35.004 85 IE
21:31:35.192 86 IE
21:31:35.379 87 IE
21:31:35.567 88 IE
21:31:35.757 89 IE
21:31:35.946 90 IE
21:31:36.134 91 IE
21:31:36.324 92 IE
21:31:36.513 93 IE
21:31:36.703 94 IE
21:31:36.890 95 IE
21:31:37.079 96 IE
21:31:37.267 97 IE
21:31:37.454 98 IE
21:31:37.641 99 IE
21:31:37.830 100 IE
21:31:38.017 101 IE
21:31:38.206 102 IE
21:31:38.394 103 IE
21:31:38.583 104 IE
21:31:38.772 105 IE
21:31:38.960 106 IE
21:31:39.147 107 IE
21:31:39.336 108 IE
21:31:39.525 109 IE
21:31:39.714 110 IE
21:31:39.904 111 IE
21:31:40.092 112 IE
21:31:40.278 113 IE
21:31:40.467 114 IE
21:31:40.653 115 IE
21:31:40.840 116 IE
21:31:41.029 117 IE
21:31:41.218 118 IE
21:31:41.408 119 IE
21:31:41.598 120 IE
21:31:41.786 121 IE
21:31:41.974 122 IE
21:31:42.163 123 IE
21:31:42.351 124 IE
21:31:42.540 125 IE
21:31:42.728 126 IE
21:31:42.916 127 IE
21:31:43.103 128 IE
21:31:43.292 129 IE
21:31:43.480 130 IE
21:31:43.667 131 IE
21:31:43.855 132 IE
21:31:44.045 133 IE
21:31:44.233 134 IE
21:31:44.422 135 IE
21:31:44.611 136 IE
21:31:44.800 137 IE
21:31:44.989 138 IE
21:31:45.178 139 IE
21:31:45.367 140 IE
21:31:45.555 141 IE
21:31:45.744 142 IE
21:31:45.931 143 IE
21:31:46.119 144 IE
21:31:46.308 145 IE
21:31:46.497 146 IE
21:31:46.685 147 IE
21:31:46.874 148 IE
21:31:47.062 149 IE
21:31:47.249 150 IE
21:31:47.438 151 IE
21:31:47.629 152 IE
21:31:47.816 153 IE
21:31:48.005 154 IE
21:31:48.195 155 IE
21:31:48.382 156 IE
21:31:48.572 157 IE
21:31:48.761 158 S2
21:31:48.950 159 IE
21:31:49.139 160 IE
21:31:49.328 161 IE
21:31:49.516 162 IE
21:31:49.704 163 IE
21:31:49.892 164 IE
21:31:50.079 165 IE
21:31:50.265 166 IE
21:31:50.453 167 IE
21:31:50.643 168 IE
21:31:50.833 169 IE
21:31:51.022 170 IE
21:31:51.211 171 IE
21:31:51.400 172 IE
21:31:51.589 173 IE
21:31:51.776 174 IE
21:31:51.965 175 IE
21:31:52.153 176 IE
21:31:52.341 177 IE
21:31:52.533 178 IE
21:31:52.722 179 IE
21:31:52.912 180 IE
21:31:53.100 181 IE
21:31:53.290 182 IE
21:31:53.479 183 IE
21:31:53.667 184 IE
21:31:53.857 185 IE
21:31:54.046 186 IE
21:31:54.236 187 IE
21:31:54.425 188 IE
21:31:54.614 189 IE
21:31:54.803 190 IE
21:31:54.991 191 IE
21:31:55.180 192 IE
21:31:55.366 193 IE
21:31:55.552 194 IE
21:31:55.742 195 IE
21:31:55.932 196 IE
21:31:56.122 197 IE
21:31:56.309 198 IE
21:31:56.497 199 IE
21:31:56.683 200 IE
21:31:56.873 201 IE
21:31:57.062 202 IE
21:31:57.252 203 IE
21:31:57.443 204 IE
21:31:57.631 205 IE
21:31:57.820 206 IE
21:31:58.008 207 IE
21:31:58.197 208 IE
21:31:58.385 209 IE
21:31:58.575 210 IE
21:31:58.763 211 IE
21:31:58.952 212 IE
21:31:59.140 213 IE
21:31:59.328 214 IE
21:31:59.518 215 IE
21:31:59.707 216 IE
21:31:59.897 217 IE
21:32:00.084 218 IE
21:32:00.272 219 IE
21:32:00.460 220 IE
21:32:00.650 221 IE
21:32:00.838 222 IE
21:32:01.026 223 IE
21:32:01.212 224 IE
21:32:01.402 225 IE
21:32:01.591 226 IE
21:32:01.778 227 IE
21:32:01.964 228 IE
21:32:02.153 229 IE
21:32:02.340 230 IE
21:32:02.529 231 IE
21:32:02.717 232 IE
21:32:02.905 233 IE
21:32:03.091 234 IE
21:32:03.281 235 IE
21:32:03.469 236 IE
21:32:03.658 237 IE
21:32:03.848 238 IE
21:32:04.035 239 IE
21:32:04.222 240 IE
21:32:04.411 241 IE
21:32:04.599 242 IE
21:32:04.787 243 IE
21:32:04.973 244 IE
21:32:05.162 245 IE
21:32:05.351 246 IE
21:32:05.540 247 IE
21:32:05.730 248 IE
21:32:05.918 249 IE
21:32:06.107 250 IE
21:32:06.295 251 IE
21:32:06.484 252 IE
21:32:06.674 253 IE
21:32:06.861 254 IE
21:32:07.049 255 IE
21:32:07.235 256 IE
21:32:07.423 257 IE
21:32:07.613 258 IE
21:32:07.802 259 IE
21:32:07.988 260 IE
21:32:08.176 261 IE
21:32:08.366 262 IE
21:32:08.552 263 IE
21:32:08.741 264 IE
21:32:08.929 265 IE
21:32:09.119 266 IE
21:32:09.306 267 IE
21:32:09.493 268 IE
21:32:09.680 269 IE
21:32:09.869 270 IE
21:32:10.058 271 IE
21:32:10.246 272 IE
21:32:10.433 273 IE
21:32:10.620 274 IE
21:32:10.808 275 IE
21:32:10.998 276 IE
21:32:11.186 277 IE
21:32:11.376 278 IE
21:32:11.564 279 IE
21:32:11.753 280 IE
21:32:11.943 281 IE
21:32:12.133 282 IE
21:32:12.320 283 IE
